"Famara Diedhiou","['years1 = 2012\n| clubs1 = [[ASM Belfort]]\n| caps1 = 11\n| goals1 = 3\n| years2 = 2012–2013\n| clubs2 = [[SAS Épinal|Épinal]]\n| caps2 = 30\n| goals2 = 12\n| years3 = 2013–2014\n| clubs3 = [[Gazélec Ajaccio]]\n| caps3 = 33\n| goals3 = 13\n| years4 = 2014–2016\n| clubs4 = [[FC Sochaux-Montbéliard|Sochaux]]\n| caps4 = 13\n| goals4 = 1\n| years5 = 2014–2016\n| years6 = 2014–2016\n| clubs6 = → [[Clermont Foot|Clermont]] (loan)\n| caps6 = 50\n| goals6 = 23\n| years7 = 2016–2017\n| clubs7 = [[Angers SCO|Angers]]\n| caps7 = 31\n| goals7 = 8\n| years8 = 2017–2021\n| clubs8 = [[Bristol City F.C.|Bristol City]]\n| caps8 = 169\n| goals8 = 51\n| years9 = 2021–2023\n| clubs9 = [[Alanyaspor]]\n| caps9 = 28\n| goals9 = 11\n| years10 = 2023\n| clubs10 = → [[Granada CF|Granada]] (loan)\n| caps10 = 10\n| goals10 = 0\n| years11 = 2023–\n| clubs11 = [[Granada CF|Granada]]\n| caps11 = 8\n| goals11 = 0\n| years12 = 2024–\n| clubs12 = → [[Cardiff City F.C.|Cardiff City]] (loan)\n| caps12 = 9\n| goals12 = 1\n| ']"
"Antonio Rada","['years1 = \n| youthclubs1 = \n| years1 =  | clubs1 =  | caps1 =     | goals1 =   \n| ']"
"Giacomo Bulgarelli","['years1 =   \n| youthclubs1 =   \n|  years1 = 1959–1975  \n| years2 = 1975\n|  clubs1 = [[Bologna F.C. 1909|Bologna]]  \n| clubs2 = [[Connecticut Bicentennials|Hartford Bicentennials]]\n| caps1 = 391   \n| caps2 = 2  \n| goals1 = 43  \n| goals2 = 0 \n| totalcaps = 393\n| totalgoals = 43\n| ']"
"Yuri Gazinskiy","['years1 = 2003–2007 | youthclubs1 = [[FC Smena Komsomolsk-na-Amure|Smena Komsomolsk-na-Amure]]\n| years1 = 2007–2010 | clubs1 = [[FC Smena Komsomolsk-na-Amure|Smena Komsomolsk-na-Amure]] | caps1 =  70 | goals1 = 10\n| years2 = 2010–2012 | clubs2 = [[FC Luch-Energiya Vladivostok|Luch-Energiya]]             | caps2 =  51 | goals2 =  2\n| years3 = 2012–2013 | clubs3 = [[FC Torpedo Moscow|Torpedo Moscow]]                       | caps3 =  29 | goals3 =  3\n| years4 = 2013–2022 | clubs4 = [[FC Krasnodar|Krasnodar]]                                 | caps4 = 209 | goals4 = 11\n| years5 = 2022–     | clubs5 = [[FC Ural Yekaterinburg|Ural Yekaterinburg]]               | caps5 =  17 | goals5 =  3\n| ']"
"José Sanfilippo","['years1=\n| youthclubs1=\n| years1 = 1953–1962  | years2 = 1963–1964  | years3 = 1964–1965  | years4 = 1966–1967  | years5 = 1968  | years6 = 1968–1971  | years7 = 1972 | years8 = 1978\n| clubs1 = [[Club Atlético San Lorenzo de Almagro|San Lorenzo]]  | clubs2 = [[Boca Juniors]]  | clubs3 = [[Club Nacional de Football|Nacional]]  | clubs4 = [[Club Atlético Banfield|Banfield]]   | clubs5 = [[Bangu Atlético Clube|Bangu]]  | clubs6 = [[Esporte Clube Bahia|EC Bahia]]  | clubs7 = [[Club Atlético San Lorenzo de Almagro|San Lorenzo]]  | clubs8 = [[Club Atlético San Miguel|San Miguel]]\n| caps1 = <small>(total)</small> 260 | goals1 = 200 | caps2 = 20 | goals2 = 7  | caps3 = 21 | goals3 = 25  | caps4 = 50 | goals4 = 19  | caps5 = ? | goals5 = ?  | caps6 = ? | goals6 = ?  | caps7 = <small>(see above)</small> | goals7 = | caps8 = ? | goals8 = ?\n|']"
"Óscar Duarte","[]"
"Maxi Pereira","['years1 = | youthclubs1 = [[C.A. Bella Vista|Bella Vista]]\n|youthyears2 = 2002 | youthclubs2 = [[Defensor Sporting|Defensor]]\n|years1 = 2002–2007 | clubs1 = [[Defensor Sporting|Defensor]] | caps1 = 125 | goals1 = 25\n|years2 = 2007–2015 | clubs2 = [[S.L. Benfica|Benfica]] | caps2 = 212 | goals2 = 13\n|years3 = 2015–2019 | clubs3 = [[FC Porto|Porto]] | caps3 = 89 | goals3 = 3\n|years4 = 2021 | clubs4 = [[Peñarol]] | caps4 = 20 | goals4 = 1\n|years5 = 2022–2023 | clubs5 = [[Club Atlético River Plate (Montevideo)|River Plate (UY)]] | caps5 = 46 | goals5 = 1\n|totalcaps = 492 | totalgoals = 43\n|']"
"José Perácio","['years1= 1932–1936\n|clubs1= [[Villa Nova Atlético Clube|Villa Nova]]\n|caps1=\n|goals1=\n|years2= 1937–1941\n|clubs2= [[Botafogo de Futebol e Regatas|Botafogo]]<ref name="AcGl">{{cite web|url = http://acervo.oglobo.globo.com|title =Acervo histórico |date = |accessdate = |website = Acervo O Globo|publisher = [[O Globo]] |language = pt}}</ref><ref>[http://indiceblogdomarcao.blogspot.com/2011/08/campeonatos-rio-de-janeiro.html] BrFut {{in lang|pt}}</ref>\n|caps2= 58\n|goals2= 38\n|years3= 1941\n|clubs3= → [[Canto do Rio Foot-Ball Club|Canto do Rio]] (loan)\n|caps3= 8\n|goals3= 5\n|years4= 1941–1948\n|clubs4= [[Clube de Regatas do Flamengo|Flamengo]]<ref>[http://flaestatistica.com/jogadores.html] Fla-Estatística {{in lang|pt}}</ref>\n|caps4= 68\n|goals4= 60\n|years5= 1951\n|clubs5= [[Canto do Rio Foot-Ball Club|Canto do Rio]]<ref name="AcGl">{{cite web|url = http://acervo.oglobo.globo.com|title =Acervo histórico |date = |accessdate = |website = Acervo O Globo|publisher = [[O Globo]] |language = pt}}</ref>\n|caps5= 7\n|goals5= 3\n|totalcaps=\n|totalgoals=\n|']"
"Ronaldo","[]"
"Héctor Yazalde","["years1 = | youthclubs1 = \n|years1 = 1962–1966 | clubs1 = [[Club Atlético Piraña|Piraña]] | caps1 = | goals1 =\n|years2 = 1967–1971 | clubs2 = [[Club Atlético Independiente|Independiente]] | caps2 = 112 | goals2 = 72\n|years3 = 1971–1975 | clubs3 = [[Sporting CP]] | caps3 = 104 | goals3 = 104\n|years4 = 1975–1977 | clubs4 = [[Olympique de Marseille|Marseille]] | caps4 = 44 | goals4 = 23\n|years5 = 1977–1981 | clubs5 = [[Newell's Old Boys]] | caps5 = 120 | goals5 = 54\n|years6 = 1981 | clubs6 = [[Club Atlético Huracán|Huracán]] | caps6 = 2 | goals6 = 0\n|totalcaps = 392 | totalgoals = 253\n|"]"
"Maicon Sisenando","['years1 = 1995\n| youthclubs1 = [[Grêmio Foot-Ball Porto Alegrense|Grêmio]]\n| youthyears2 = 1999–2000\n| youthclubs2 = [[Criciúma Esporte Clube|Criciúma]]\n| youthyears3 = 2000–2001\n| youthclubs3 = [[Cruzeiro Esporte Clube|Cruzeiro]]\n| years1 = 2000–2004\n| clubs1 = [[Cruzeiro Esporte Clube|Cruzeiro]]\n| caps1 = 78\n| goals1 = 1\n| years2 = 2004–2006\n| clubs2 = [[AS Monaco FC|Monaco]]\n| caps2 = 58\n| goals2 = 5\n| years3 = 2006–2012\n| clubs3 = [[Inter Milan]]\n| caps3 = 177\n| goals3 = 16\n| years4 = 2012–2013\n| clubs4 = [[Manchester City F.C.|Manchester City]]\n| caps4 = 9\n| goals4 = 0\n| years5 = 2013–2016\n| clubs5 = [[A.S. Roma|Roma]]\n| caps5 = 57\n| goals5 = 4\n| years6 = 2017\n| clubs6 = [[Avaí Futebol Clube|Avaí]]\n| caps6 = 9\n| goals6 = 1\n| years7 = 2019\n| clubs7 = [[Criciúma Esporte Clube|Criciúma]]\n| caps7 = 27\n| goals7 = 0\n| years8 = 2020\n| clubs8 = [[Villa Nova Atlético Clube|Villa Nova]]\n| caps8 = 8\n| goals8 = 0\n| years9 = 2021\n| clubs9 = Sona\n| caps9 = 17\n| goals9 = 0\n| clubs10 = [[S.P. Tre Penne|Tre Penne]]\n| years10 = 2021\n| caps10 = 1\n| goals10 = 0\n| totalcaps = 441\n| totalgoals = 27\n| ']"
"Carlo Galli","[]"
"Javier Ambrois","['years1=1950–1954|clubs1=[[Club Nacional de Football|Nacional]]|caps1=110|goals1=46\n|years2=1955|clubs2=[[Fluminense|Fluminense Football Club]]|caps2=6|goals2=4\n|years3=1955–1957|clubs3=[[Club Nacional de Football|Nacional]]|caps3=54|goals3=32\n|years4=1958–1959|clubs4=[[Boca Juniors|Boca Juniors CA]]|caps4=44|goals4=13\n|years5=1960|clubs5=[[Club Atlético Lanús|Lanús]]|caps5=4|goals5=0\n|years6=1961–1963|clubs6=[[Defensor Sporting]]|caps6=42|goals6=7\n|totalcaps=260|totalgoals=102\n|']"
"Benni McCarthy","[]"
"Edinho","[]"
"Colin Clarke","[]"
"Héctor De Bourgoing","['years1 = \n| youthclubs1 = \n| years1 = 1954–1956\n| years2 = 1957–1959\n| years3 = 1959–1963\n| years4 = 1964–1969\n| years5 = 1969–1970\n| clubs1 = [[Club Atlético Tigre|Tigre]]\n| clubs2 = [[Club Atlético River Plate|River Plate]]\n| clubs3 = [[OGC Nice|Nice]]\n| clubs4 = [[FC Girondins de Bordeaux|Bordeaux]]\n| clubs5 = [[RCF Paris|Racing Paris]]\n| caps1 = 102\n| caps2 = 26\n| caps3 = 114\n| caps4 = 143\n| caps5 = 18\n| goals1 = 39\n| goals2 = 11\n| goals3 = 65\n| goals4 = 68\n| goals5 = 6\n| totalcaps = 403 | totalgoals = 189\n| ']"
"René Girard","[]"
"Teboho Mokoena","[]"
"Santos Iriarte","['years1=1923–1932|clubs1=[[Racing Club de Montevideo|Racing Montevideo]]|caps1=423|goals1=34\n|years2=1932–1934|clubs2=[[Peñarol]]|caps2=156|goals2=30\n|totalcaps=579|totalgoals=64\n|']"
"José Magriñá","['years1=|clubs1=|caps1=|goals1=\n|totalcaps=|totalgoals=\n|']"
"Milan Jovanović","[]"
"Joe Maca","['years1= 1939–1947\n|clubs1= [[CS La Forestoise]]\n|caps1= 153\n|goals1= 3\n|totalcaps=|totalgoals=\n|']"
"Kiko","[]"
"Horacio Casarín","['years1              = 1936–1942\n|clubs1              = [[Club Necaxa|Necaxa]]\n|caps1               =\n|goals1              = 53\n|years2              = 1942–1948\n|clubs2              = [[Atlante F.C.|Atlante]]\n|caps2               =\n|goals2              = 107\n|years3              = 1948–1950\n|clubs3              = [[Barcelona FC|Barcelona]]\n|caps3               =\n|goals3              =\n|years4              = 1950\n|clubs4              = [[Real Club España]]\n|caps4               = \n|goals4              = 21\n|years5              = 1950–1951\n|clubs5              = [[Club Necaxa|Necaxa]]\n|caps5               = \n|goals5              = 17\n|years6              = 1951\n|clubs6              = [[C.D. Veracruz|Veracruz]]\n|caps6               =\n|goals6              =\n|years7              = 1951–1953\n|clubs7              = [[Atlético Zacatepec|Zacatepec]]\n|caps7               =\n|goals7              = 24\n|years8              = 1953–1955\n|clubs8              = [[Atlante F.C.|Atlante]]\n|caps8               =\n|goals8              =\n|years9              = 1955–1956\n|clubs9              = [[Club América|América]]\n|caps9               =\n|goals9              = 13\n|years10             = 1956–1957\n|clubs10             = [[C.F. Monterrey|Monterrey]]\n|caps10              =\n|goals10             = 3\n|totalcaps           =\n|totalgoals          =\n|']"
"Pak Seung-zin","['years1    = \n| youthclubs1    = \n| years1         = \n| clubs1         = [[Moranbong Sports Group]]\n| caps1          = \n| goals1         = \n| ']"
"Karl Koller","[]"
"Georges Bregy","['years1 =           \n| youthclubs1 =           \n|  years1 =                 1975–1979 \n| years2 =  1979–1984 \n| years3 =  1984–1986 \n| years4 =  1986–1988 \n| years5 =  1988\n\n| years6 =  1988–1990 \n| years7 =  1990–1994\n|  clubs1 =                 [[FC Raron|Raron]] \n| clubs2 =  [[FC Sion|Sion]] \n| clubs3 =  [[BSC Young Boys|Young Boys]] \n| clubs4 =  [[FC Sion|Sion]] \n| clubs5 =  [[FC Martigny-Sports|Martigny]] \n| clubs6 =  [[Lausanne-Sports|Lausanne]] \n| clubs7 =  [[BSC Young Boys|Young Boys]]\n| caps1 =   125  \n| caps2 =  150  \n| caps3 =   58  \n| caps4 =   50  \n| caps5 =   13   \n| caps6 =   66  \n| caps7 =  134  \n| goals1 =  1  \n| goals2 =  69  \n| goals3 =  25  \n| goals4 =  26  \n| goals5 =  4  \n| goals6 =  20  \n| goals7 =  27 \n|  totalcaps = 596 |  totalgoals = 172\n| ']"
"Bruce Murray","[]"
"Didi","[]"
"Carlos Tenorio","['years1 =\n|youthclubs1 =\n|years1=2001–2003\n|clubs1=[[LDU Quito]]\n|caps1=61\n|goals1=31\n|years2=2003\n|clubs2=→ [[Al Nassr FC|Al Nassr]] (loan)\n|caps2=16\n|goals2=15\n|years3=2003–2009\n|clubs3=[[Al-Sadd Sports Club|Al-Sadd]]\n|caps3=88\n|goals3=63\n|years4=2009–2011\n|clubs4=[[Al Nasr SC (Dubai)|Al-Nasr]]\n|caps4=25\n|goals4=23\n|years5=2012–2013\n|clubs5=[[Club de Regatas Vasco da Gama|Vasco da Gama]]\n|caps5=33\n|goals5=6\n|years6=2014\n|clubs6=[[Club Deportivo El Nacional|El Nacional]]\n|caps6=12\n|goals6=5\n|years7=2014–2015\n|clubs7=[[Club Bolívar|Bolívar]]\n|caps7=55\n|goals7=23\n|years8=2016\n|clubs8=[[LDU Quito]]\n|caps8=22\n|goals8=3\n|clubs9=[[Sport Boys Warnes|Sport Boys]] \n|caps9=2\n|goals9=0\n|years9=2017\n|clubs10=Atlético Saquisilí\n|caps10=2\n|goals10=1\n|years10=2018\n|']"
"Ion Andoni Goikoetxea","['years1 = | youthclubs1 = [[CA Osasuna Cantera|Osasuna]]\n| years1 = 1983–1985 | clubs1 = [[CA Osasuna B|Osasuna B]] | caps1 = 41 | goals1 = 14\n| years2 = 1985–1988 | clubs2 = [[CA Osasuna|Osasuna]] | caps2 = 94 | goals2 = 20\n| years3 = 1988–1994 | clubs3 = [[FC Barcelona|Barcelona]] | caps3 = 126 | goals3 = 6\n| years4 = 1988–1990 | clubs4 = → [[Real Sociedad]] (loan) | caps4 = 74 | goals4 = 10\n| years5 = 1994–1997 | clubs5 = [[Athletic Bilbao]] | caps5 = 92 | goals5 = 1\n| years6 = 1998 | clubs6 = [[Yokohama F. Marinos|Yokohama Marinos]] | caps6 = 23 | goals6 = 0\n| years7 = 1998–1999 | clubs7 = [[CA Osasuna|Osasuna]] | caps7 = 17 | goals7 = 0\n| totalcaps = 467 | totalgoals = 51\n| ']"
"Martin Hoffmann","[]"
"Jozef Štibrányi","['years1 =            \n|  youthclubs1 =            TJ Vlčkovce  \n| youthclubs2 =  [[FC Spartak Trnava]]\n|  years1 =                 1960–1963 \n| years2 =   \n| years3 =   \n| years4 =  1966–1970\n|  clubs1 =                 [[FC Spartak Trnava]] \n| clubs2 =  [[Dukla Prague|Dukla Praha]] \n| clubs3 =  Dukla Tábor \n| clubs4 =  [[FC Vítkovice]] \n| clubs5 =  Križovany\n| caps1 =            112  \n| goals1 =  15 \n| ']"
"Oleh Blokhin","['years1 = 1962–1969\n| youthclubs1 = [[FC Dynamo Kyiv|Dynamo Kyiv]]\n| years1 = 1969–1988\n| clubs1 = [[FC Dynamo Kyiv|Dynamo Kyiv]]\n| caps1 = 432\n| goals1 = 211\n| years2 = 1988–1989\n| clubs2 = [[Vorwärts Steyr]]\n| caps2 = 41\n| goals2 = 9\n| years3 = 1989–1990\n| clubs3 = [[Aris Limassol]]\n| caps3 = 22\n| goals3 = 5\n| totalcaps = 495\n| totalgoals = 225\n| ']"
"Branco","[]"
"Ademir","[]"
"Jair da Rosa Pinto","['years1 = 1938| clubs1 = [[Barra Mansa Futebol Clube|Barra Mansa]]\n| years2 = 1938–1943 | clubs2 = [[Madureira Esporte Clube|Madureira]] \n| years3 = 1943–1947 | clubs3 = [[Club de Regatas Vasco da Gama|Vasco da Gama]] \n| years4 = 1947–1949 | clubs4 = [[Clube de Regatas do Flamengo|Flamengo]]  \n| years5 = 1949–1955 | clubs5 = [[Sociedade Esportiva Palmeiras|Palmeiras]] \n| years6 = 1956–1960 | clubs6 = [[Santos Futebol Clube|Santos]] \n| years7 = 1961 | clubs7 = [[São Paulo Futebol Clube|São Paulo]]\n| years8 = 1962–1963 | clubs8 = [[Associação Atlética Ponte Preta|Ponte Preta]]\n| ']"
"José Augusto de Almeida","['years1 = 1951–1955 | youthclubs1 = [[F.C. Barreirense|Barreirense]]\n|years1 = 1955–1959 | clubs1 = [[F.C. Barreirense|Barreirense]] | caps1 = 98 | goals1 = 50\n|years2 = 1959–1969 | clubs2 = [[S.L. Benfica|Benfica]] | caps2 = 246 | goals2 = 113\n|totalcaps = 344 | totalgoals = 163\n|']"
"Silvestre Varela","['years1 = 1993–2001 | youthclubs1 = [[G.D.P. Costa de Caparica|Pescadores]]\n|youthyears2 = 2001–2004 | youthclubs2 = [[Sporting CP]]\n|years1 = 2004 | clubs1 = [[Sporting CP B]] | caps1 = 1 | goals1 = 0\n|years2 = 2004–2008 | clubs2 = [[Sporting CP]] | caps2 = 2 | goals2 = 0\n|years3 = 2004–2005 | clubs3 = → [[Casa Pia A.C.|Casa Pia]] (loan) | caps3 = 36 | goals3 = 12\n|years4 = 2006–2007 | clubs4 = → [[Vitória F.C.|Vitória Setúbal]] (loan) | caps4 = 45 | goals4 = 5\n|years5 = 2007–2008 | clubs5 = → [[Recreativo de Huelva|Recreativo]] (loan) | caps5 = 22 | goals5 = 0\n|years6 = 2008–2009 | clubs6 = [[C.F. Estrela da Amadora|Estrela Amadora]] | caps6 = 28 | goals6 = 6\n|years7 = 2009–2017 | clubs7 = [[FC Porto|Porto]] | caps7 = 141 | goals7 = 33\n|years8 = 2014–2015 | clubs8 = → [[West Bromwich Albion F.C.|West Bromwich Albion]] (loan) | caps8 = 7 | goals8 = 1\n|years9 = 2015 | clubs9 = → [[Parma Calcio 1913|Parma]] (loan) | caps9 = 19 | goals9 = 3\n|years10 = 2017–2019 | clubs10 = [[Kayserispor]] | caps10 = 55 | goals10 = 3\n|years11 = 2019–2021 | clubs11 = [[B-SAD]] | caps11 = 52 | goals11 = 3\n|years12 = 2021–2023 | clubs12 = [[FC Porto B|Porto B]] | caps12 = 41 | goals12 = 4\n|totalcaps = 449 | totalgoals = 70\n|']"
"Reza Ghoochannejad","[]"
"John Collins","[]"
"Valdomiro Vaz Franco","['years1         = 1965–1967 |clubs1 = [[Criciúma Esporte Clube|Comerciário]]                                    |caps1 = 0  |goals1 = 0\n| years2         = 1968      |clubs2 = [[Sociedade Esportiva e Recreativa Perdigão|Perdigão]]                    |caps2 = 0  |goals2 = 0\n| years3         = 1968–1980 |clubs3 = [[Sport Club Internacional|Internacional]]                                |caps3 = 853  |goals3 = 192\n| years4         = 1980–1981 |clubs4 = [[Club Deportivo Los Millonarios|Millionarios]]                           |caps4 = 0  |goals4 = 0\n| years5         = 1982      |clubs5 = [[Sport Club Internacional|Internacional]]                                |caps5 = 12  |goals5 = 1\n| totalcaps = 865 | totalgoals = 193\n| ']"
"Andreas Herzog","['years1 = | youthclubs1 =\n| years1 = 1986–1992 | clubs1 = [[SK Rapid Wien|Rapid Wien]]              | caps1 = 133 | goals1 = 33\n| years2 = 1988      | clubs2 = → [[First Vienna FC|First Vienna]] (loan) | caps2 =   7 | goals2 =  3\n| years3 = 1992–1995 | clubs3 = [[SV Werder Bremen|Werder Bremen]]        | caps3 =  94 | goals3 = 26\n| years4 = 1995–1996 | clubs4 = [[FC Bayern Munich|Bayern Munich]]        | caps4 =  28 | goals4 =  2\n| years5 = 1996–2001 | clubs5 = [[SV Werder Bremen|Werder Bremen]]        | caps5 = 142 | goals5 = 32\n| years6 = 2002–2003 | clubs6 = [[SK Rapid Wien|Rapid Wien]]              | caps6 =  41 | goals6 =  4\n| years7 = 2004      | clubs7 = [[LA Galaxy|Los Angeles Galaxy]]          | caps7 =  27 | goals7 =  4\n| totalcaps = 472 | totalgoals = 104\n| ']"
"Germán Aceros","['years1   =  |youthclubs1 = \n| years1 = |clubs1 = |caps1 = |goals1 = \n| ']"
"Lucas Radebe","['years1    =           |youthclubs1 = Diepkloof Wolf Wanderers\n|youthyears2    = 1987–1988 |youthclubs2 = ICL Birds\n|youthyears3    = 1989      |youthclubs3 =[[Kaizer Chiefs F.C.|Kaizer Chiefs Juniors]]\n|years1         = 1989–1994 |clubs1 = [[Kaizer Chiefs]]                    |caps1 = 113 |goals1 = 5\n|years2         = 1994–2005 |clubs2 = [[Leeds United F.C.|Leeds United]] |caps2 = 201 |goals2 = 0\n|totalcaps      = 314 |totalgoals = 5\n|']"
"Flórián Albert","['years1    = 1952–1958\n|youthclubs1    = [[Ferencvárosi TC|Ferencváros]]\n|years1         = 1958–1974\n|clubs1         = [[Ferencvárosi TC|Ferencváros]]\n|caps1          = 351\n|goals1         = 256<ref name=obituary>{{cite web|url=http://www.nemzetisport.hu/magyar_valogatott/elhunyt-albert-florian-2101169|title=Elhunyt Albert Flórián|trans-title=Flórián Albert deceased|publisher=Nemzeti Sport Online|date=31 October 2011|access-date=31 October 2011|language=hu|archive-date=1 November 2011|archive-url=https://web.archive.org/web/20111101160047/http://www.nemzetisport.hu/magyar_valogatott/elhunyt-albert-florian-2101169|url-status=live}}</ref>\n|']"
"Vedad Ibišević","["years1         = 1992–1999\n|youthclubs1         = [[FK Zmaj od Bosne]]\n|youthyears2         = 2000–2001\n|youthclubs2         = [[FC Baden]]\n|youthyears3         = 2001–2002\n|youthclubs3         = [[Roosevelt High School (St. Louis)|Roosevelt High School]]\n|collegeyears1       = 2003\n|college1            = [[Saint Louis Billikens men's soccer|Saint Louis Billikens]]\n|collegecaps1        = 22\n|collegegoals1       = 18\n|years1              = 2003–2004\n|clubs1              = [[St. Louis Strikers]]\n|caps1               = 10\n|goals1              = 9\n|years2              = 2004\n|clubs2              = [[Chicago Fire U-23|Chicago Fire Premier]]\n|caps2               = 3\n|goals2              = 3\n|years3              = 2004–2006\n|clubs3              = [[Paris Saint-Germain F.C.|Paris Saint-Germain]]\n|caps3               = 4\n|goals3              = 0\n|years4              = 2005–2006\n|clubs4              = → [[Dijon FCO|Dijon]] (loan)\n|caps4               = 33\n|goals4              = 10\n|years5              = 2006–2007\n|clubs5              = [[Alemannia Aachen]]\n|caps5               = 24\n|goals5              = 6\n|years6              = 2007–2012\n|clubs6              = [[TSG 1899 Hoffenheim|1899 Hoffenheim]]\n|caps6               = 123\n|goals6              = 48\n|years7              = 2012–2016\n|clubs7              = [[VfB Stuttgart]]\n|caps7               = 86\n|goals7              = 33\n|years8              = 2015–2016\n|clubs8              = → [[Hertha BSC]] (loan)\n|caps8               = 26\n|goals8              = 10\n|years9              = 2016–2020\n|clubs9              = [[Hertha BSC]]\n|caps9               = 112\n|goals9              = 35\n|years10             = 2020\n|clubs10             = [[FC Schalke 04|Schalke 04]]\n|caps10              = 4\n|goals10             = 0\n|totalcaps           = 425\n|totalgoals          = 154\n|"]"
"René-Pierre Quentin","['years1=1963–1968|clubs1=[[FC Sion]]|caps1=148|goals1=62\n|years2=1968–1971|clubs2=[[FC Zürich]]|caps2=67|goals2=9\n|years3=1971–1975|clubs3=[[FC Sion]]|caps3=58|goals3=6\n|totalcaps=273 |totalgoals=77\n|']"
"Gerry Armstrong","[]"
"Francisco Zuluaga","['years1         = \n| youthclubs1         = \n| years1 =  |clubs1 =  |caps1 =  |goals1 = \n| ']"
"John Harold Lozano","['years1 = \n | youthclubs1 = \n | years1 = 1991–1994 \n | years2 = 1995 \n | years3 = 1995–1996 \n | years4 = 1996–2002 \n | years5 = 2002–2003 \n | years6 = 2003–2004\n | clubs1 = [[América de Cali|América Cali]] \n | clubs2 = [[Sociedade Esportiva Palmeiras|Palmeiras]] \n | clubs3 = [[Club América|América]] \n | clubs4 = [[Real Valladolid|Valladolid]] \n | clubs5 = [[RCD Mallorca|Mallorca]] \n | clubs6 = [[C.F. Pachuca|Pachuca]]\n | caps1 = 129   \n | caps2 = 19   \n | caps3 = 28  \n | caps4 = 105  \n | caps5 = 29  \n | caps6 = 15\n | totalcaps = 325  \n | goals1 = 5  \n | goals2 = 2  \n | goals3 = 7  \n | goals4 = 3  \n | goals5 = 2  \n | goals6 = 0 \n | totalgoals = 19\n | ']"
"Patrick Vervoort","['years1 =  \n| youthclubs1 =   [[K. Beerschot V.A.C.|Beerschot VAC]]\n|  years1 =   1982–1987 \n| years2 =  1987–1990 \n| years3 =  1990–1991 \n| years4 =  1991–1992 \n| years5 =  1992–1994 \n| years6 =  1994–1996 \n| years7 =  1996–1997 \n| years8 =  1997–1998 \n| years9 =  1998–1999\n|  clubs1 =   [[K. Beerschot V.A.C.|Beerschot VAC]] \n| clubs2 =  [[RSC Anderlecht]] \n| clubs3 =  [[FC Girondins de Bordeaux|Bordeaux]] \n| clubs4 =  [[Ascoli Calcio]] \n| clubs5 =  [[Standard de Liège]] \n| clubs6 =  [[RKC Waalwijk]] \n| clubs7 =  [[Vitoria SC]] \n| clubs8 =  [[Sporting Toulon Var|Toulon]] \n| clubs9 =  [[KFC Schoten SK]]\n| caps1 =    143  \n| caps2 =   87  \n| caps3 =   29   \n| caps4 =   17   \n| caps5 =   42   \n| caps6 =   10   \n| caps7 =  8   \n| caps8 =    3   \n| caps9 =   35   \n| goals1 =  13  \n| goals2 =  10  \n| goals3 =  7  \n| goals4 =  0  \n| goals5 =  4  \n| goals6 =  0  \n| goals7 =  0  \n| goals8 =  0  \n| goals9 =  1 \n| totalcaps = 374\n| totalgoals = 35\n| ']"
"Pedro Rocha","[]"
"Frank Wallace","[]"
"Rildo da Costa Menezes","["years1 = 1959\n| youthclubs1 = [[Íbis Sport Club|Ibis]]\n| years1 = 1960\n| years2 = 1961–1966\n| years3 = 1967–1972\n| years4 = 1973–1976\n| years5 = 1977\n| years6 = 1978\n| years7 = 1978–1979\n| years8 = 1979\n| years9 = 1980\n| clubs1 = [[Sport Club do Recife|Sport]]\n| clubs2 = [[Botafogo de Futebol e Regatas|Botafogo]]\n| clubs3 = [[Santos FC|Santos]]\n| clubs4 = [[CEUB]]\n| clubs5 = [[New York Cosmos (1971–1985)|New York Cosmos]]\n| clubs6 = [[Southern California Lazers]]\n| clubs7 = [[Cleveland Force (1978–1988)|Cleveland Force]] ''(indoor)''\n| clubs8 = [[California Sunshine (soccer)|California Sunshine]]\n| clubs9 = [[Cleveland Cobras]]\n| caps1 = \n| caps2 = \n| caps3 = \n| caps4 = \n| caps5 = 12\n| caps6 = 24\n| caps7 = 16\n| goals1 = \n| goals2 = \n| goals3 = \n| goals4 = \n| goals5 = 0\n| goals6 = 0\n| goals7 = 2\n| "]"
"Víctor Rangel","[]"
"Nílton Santos","['years1 = \n|         youthclubs1 = [[Botafogo de Futebol e Regatas|Botafogo]]\n|              years1 = 1948&ndash;1964\n|              clubs1 = [[Botafogo de Futebol e Regatas|Botafogo]]\n|               caps1 = 723\n|              goals1 = 11\n|      ']"
"Pablo Dorado","['years1=1929–1931 |clubs1=[[C.A Bella Vista]] |caps1= 362 |goals1= 53 \n|years2=1932–1935 |clubs2=[[Club Atlético River Plate|River Plate]] |caps2= 20 |goals2 = 1 \n|totalcaps=382|totalgoals=54\n|']"
"Norman Whiteside","['years1 = 1978–1982 |youthclubs1 = [[Manchester United F.C.|Manchester United]]\n|         years1 = 1982–1989 |clubs1 = [[Manchester United F.C.|Manchester United]] |caps1 = 206 |goals1 =47\n|         years2 = 1989–1991 |clubs2 = [[Everton F.C.|Everton]]                     |caps2 = 29 |goals2 = 9\n|      totalcaps = 235 |totalgoals = 56\n| ']"
